dossier	nomenclature	libelle	colonnes	colonne_code	colonne_libelle	taille_ko	valeurs_embarquees
ORAVAL	IR_CMU_V	Postes Comptables CMU	CPT_CMU_COD,CPT_CMH_COD,CPT_CMU_LIB,TEC_COL	CPT_CMU_COD	CPT_CMU_LIB	0	oui
ORAVAL	IR_CNV_V	Conventions Médicales	PFS_CNV_COD,PFS_CNV_LIB,CNV_LIB_RH,CNV_LIB_RIA,PFS_CNV_SEC,PFS_SEC_LIB,TEC_COL	PFS_CNV_COD	PFS_CNV_LIB	0	oui
ORAVAL	IR_COC_V	Catégorie d'Organisme Complémentaire	BEN_CMU_CAT,CMU_CAT_LIB,TEC_COL	BEN_CMU_CAT	CMU_CAT_LIB	0	oui
ORAVAL	IR_COP_V	Comptes COPERNIC	CPT_COP_NUM,CPT_LFS_COD,CPT_COP_LIB,TEC_COL	CPT_COP_NUM	CPT_COP_LIB	89	non
ORAVAL	IR_CPA_V	Complément d'Acte	CPL_COD,CPL_LIB,TEC_COL	CPL_COD	CPL_LIB	0	oui
ORAVAL	IR_CPM_V	Regroupement complément d'acte/majorations	CPL_MAJ_COD,CPL_MAJ_TIP,TEC_COL	CPL_MAJ_COD	CPL_MAJ_TIP	0	oui
ORAVAL	IR_CRA_V	Caisse Régionale Assurance Maladie (CRAM) ( table organisme )	CRA_COD,CRA_NUM,CRA_VIL_LIB,CRA_REG_LIB,TEC_COL	CRA_COD	CRA_VIL_LIB	0	oui
ORAVAL	IR_CSS_V	Code C2S	BEN_C2S_COD,BEN_C2S_LIB,BEN_DRT_SPF	BEN_C2S_COD	BEN_C2S_LIB	0	oui
ORAVAL	IR_CTA_V	type de contrat complémentaire	BEN_CTA_TYP,BEN_CTA_LIB,TEC_COL	BEN_CTA_TYP	BEN_CTA_LIB	3	oui
ORAVAL	IR_CTI_V	Centre de Traitement Informatique de Production (CTI)	CTI_NUM,CTI_LIB,TEC_COL	CTI_NUM	CTI_LIB	0	oui
ORAVAL	IR_CTL_V	Type de contrôle	DCT_CTL_TYP,CTL_TYP_LIB,TEC_COL	DCT_CTL_TYP	CTL_TYP_LIB	0	oui
ORAVAL	IR_CUM_INT_C		PRS_NAT_CT1,PRS_NAT_CT2	PRS_NAT_CT1		2	oui
ORAVAL	IR_DCT_V	Décès / Transfert	BDG_DCT_COD,BDG_DCT_LIB,TEC_COL	BDG_DCT_COD	BDG_DCT_LIB	0	oui
ORAVAL	IR_DDP_MDT_C	Compatibilité DDP / MDT	DDP_COD,MDT_COD	DDP_COD		9	oui
ORAVAL	IR_DDP_V	Discipline de prestation établissement	DDP_COD,DDP_LIB,DDP_SPE_COD,DDP_GDE_COD,DDP_LHS,TEC_COL	DDP_COD	DDP_LIB	26	oui
ORAVAL	IR_DEM_V	Options Démographie	DEM_COD,DEM_LIB,TEC_COL	DEM_COD	DEM_LIB	0	oui
ORAVAL	IR_DEP_V	Qualificatif Dépense de Prestation	DPN_QLF,DPN_QLF_CB2,DPN_QLF_LIB,TEC_COL	DPN_QLF	DPN_QLF_LIB	1	oui
ORAVAL	IR_DEV_V	Devise	DEV_COD,DEV_SIG,DEV_LIB,TEC_COL	DEV_COD	DEV_LIB	0	oui
ORAVAL	IR_DIP_V	Dispositif de Prévention	DIP_COD,DIP_LIB,TEC_COL	DIP_COD	DIP_LIB	0	oui
ORAVAL	IR_DIS_V	utilisation du distancier	TRS_DIS_USG,DIS_USG_LIB,TEC_COL	TRS_DIS_USG	DIS_USG_LIB	0	oui
ORAVAL	IR_DPT_DGP_V	Département (2 caractères), Région, nouveau département	GEO_DPT_COD,GEO_REG_COD,GEO_DPT_NEW	GEO_DPT_COD		1	oui
ORAVAL	IR_DPT_V	Département ( avec code région )	GEO_DPT_COD,GEO_REG_COD,GEO_DPT_LIB,TEC_COL	GEO_DPT_COD	GEO_DPT_LIB	2	oui
ORAVAL	IR_DRA_V	Nature de destinataire du règlement affiné	DRG_AFF_NAT,DRG_NAT,DRG_AFF_LIB,TEC_COL	DRG_AFF_NAT	DRG_AFF_LIB	0	oui
ORAVAL	IR_DRG_V	Nature de destinataire du règlement	DRG_NAT,DRG_NAT_LIB,DRG_TIE_PAY,TEC_COL	DRG_NAT	DRG_NAT_LIB	0	oui
ORAVAL	IR_DSP_V	Droits Spécifiques	BEN_DRT_SPF,BEN_DRT_LIB,TEC_COL	BEN_DRT_SPF	BEN_DRT_LIB	0	oui
ORAVAL	IR_DTE_V	Période civile journalière	DTE_DTE,DTE_ANN_MOI,DTE_QTI,DTE_JOU,DTE_JOU_SEM,DTE_JOU_LIB,DTE_SEM_NUM,DTE_JOV_TOP,DTE_WKD_TOP,DTE_FER_TOP,TEC_COL	DTE_DTE	DTE_JOU_LIB	3400	non
ORAVAL	IR_DTR_V	Codes Détail Transport	TRS_PRS_IDE,TRS_IDE_LIB,TEC_COL	TRS_PRS_IDE	TRS_IDE_LIB	4	oui
ORAVAL	IR_EIN_V	Etat de pension d'invalidité	INV_PEN_ETA,INV_ETA_LIB,TEC_COL	INV_PEN_ETA	INV_ETA_LIB	1	oui
ORAVAL	IR_EMF_V	Nomenclature des émetteurs fins	TYT_COD,EMT_NUM,EMT_ORD,EMT_ORD_LIB,TEC_COL	TYT_COD	EMT_ORD_LIB	3	oui
ORAVAL	IR_ENT_V	Mode d'entrée	BDG_ENT_MOD,BDG_ENT_LIB,TEC_COL	BDG_ENT_MOD	BDG_ENT_LIB	0	oui
ORAVAL	IR_ENV_V	Type d'enveloppe	CPT_ENV_TYP,ENV_TYP_LIB,ENV_TYP_RGP,ENV_RGP_LIB,TEC_COL	CPT_ENV_TYP	ENV_TYP_LIB	0	oui
ORAVAL	IR_EPS_V	Code nature d'exercice du PS	EXC_EXC_NAT,EXC_NAT_LIB,EXC_NAT_SNI,TEC_COL	EXC_NAT_SNI	EXC_NAT_LIB	0	oui
ORAVAL	IR_ERG_V	Libellés regroupés EXO	EXO_MTF_RGT,EXO_RGT_LIB,TEC_COL	EXO_MTF_RGT	EXO_RGT_LIB	0	oui
ORAVAL	IR_ETM_V	Nature d'exonération du Ticket Modérateur	ETM_NAT,ETM_NAT_CB2,ETM_LIB,TOP_ETM,TEC_COL	ETM_NAT	ETM_LIB	0	oui
ORAVAL	IR_EXO_V	Motif d'exonération du Ticket Modérateur	EXO_MTF,EXO_LIB,EXO_MTF_RGT,TOP_CTE,TEC_COL	EXO_MTF	EXO_LIB	1	oui
ORAVAL	IR_EXR_V	Exercice de Rattachement ( MAJ annuelle à contrôler , à faire dans l'année )	CPT_EXC_RTC,TEC_COL	CPT_EXC_RTC		0	oui
ORAVAL	IR_FIR_D	Identification des prestations relevant du FIR	PRS_NAT,PRS_NAT_CB2,PRS_NAT_LIB,PRS_NAT_COM	PRS_NAT_CB2	PRS_NAT_LIB	2	oui
ORAVAL	IR_FJH_V	Type de Prise en Charge Forfait Journalier	PRS_FJH_TYP,PRS_FJH_LIB,TEC_COL	PRS_FJH_TYP	PRS_FJH_LIB	0	oui
ORAVAL	IR_FOR_V	Forçage du taux	FOR_TAU_COD,FOR_TAU_LIB,TEC_COL	FOR_TAU_COD	FOR_TAU_LIB	0	oui
ORAVAL	IR_GDE_V	Grande Discipline de Prestation	DDP_GDE_COD,DDP_GDE_LIB,TEC_COL	DDP_GDE_COD	DDP_GDE_LIB	0	oui
ORAVAL	IR_GEO_V	Géographie Administrative et Sanitaire	GEO_DPT_COD,GEO_COM_COD,GEO_COM_LIB,GEO_EMP_BAS,GEO_SAN_SEC,TEC_COL	GEO_DPT_COD	GEO_COM_LIB	1266	non
ORAVAL	IR_GES_V	Gestion Comptable	GES_GRG_COD,GES_CPT_COD,GES_CPT_LIB,GES_CPT_CAS,TEC_COL	GES_GRG_COD	GES_CPT_LIB	18	oui
ORAVAL	IR_GET_V	Médicament générique	GET_GEN_COD,GET_GET_COD,GET_GET_LIB,TEC_COL	GET_GEN_COD	GET_GET_LIB	0	oui
ORAVAL	IR_GHS_SU0_V	Suppléments GHS 2010	PPU_STA,REA_TAR,STF_TAR,SRC_TAR,NN1_TAR,NN2_TAR,NN3_TAR,REP_TAR	PPU_STA		0	oui
ORAVAL	IR_GHS_SU1_V	Suppléments GHS 2011	PPU_STA,REA_TAR,STF_TAR,SRC_TAR,NN1_TAR,NN2_TAR,NN3_TAR,REP_TAR,DIP_TAR	PPU_STA		0	oui
ORAVAL	IR_GHS_SU2_V	Suppléments GHS 2012	PPU_STA,REA_TAR,STF_TAR,SRC_TAR,NN1_TAR,NN2_TAR,NN3_TAR,REP_TAR,DIP_TAR	PPU_STA		0	oui
ORAVAL	IR_GHS_SU3_V	Suppléments GHS 2013	PPU_STA,REA_TAR,STF_TAR,SRC_TAR,NN1_TAR,NN2_TAR,NN3_TAR,REP_TAR,DIP_TAR	PPU_STA		0	oui
ORAVAL	IR_GHS_SU8_V	Suppléments GHS 2008	PPU_STA,REA_TA1,STF_TA1,SRC_TA1,SSC_TA1,SRA_TA1,NN1_TA1,NN2_TA1,NN3_TA1,REP_TA1,REA_TA2,STF_TA2,SRC_TA2,SSC_TA2,SRA_TA2,NN1_TA2,NN2_TA2,NN3_TA2,REP_TA2	PPU_STA		0	oui
ORAVAL	IR_GHS_SU9_V	Suppléments GHS 2009	PPU_STA,REA_TAR,STF_TAR,SRC_TAR,NN1_TAR,NN2_TAR,NN3_TAR,REP_TAR	PPU_STA		0	oui
ORAVAL	IR_GHS_TA0_V	Tarifs GHS 2010	GHS_NUM,GHM_NUM,GHS_SEU_BAS,GHS_SEU_HAU,GHS_PRI,EXH_PRI,EHB_FOR,EHB_PRI	GHS_NUM		99	non
ORAVAL	IR_GHS_TA1_V	Tarifs GHS 2011	GHS_NUM,GHM_NUM,GHS_SEU_BAS,GHS_SEU_HAU,GHS_PRI,EXH_PRI,EHB_FOR,EHB_PRI,GHS_COE_MED,GHS_COE_DMI	GHS_NUM		138	non
ORAVAL	IR_GHS_TA2_V	Tarifs GHS 2012	GHS_NUM,GHM_NUM,GHS_SEU_BAS,GHS_SEU_HAU,GHS_PRI,EXH_PRI,EHB_FOR,EHB_PRI,GHS_COE_MED,GHS_COE_DMI	GHS_NUM		109	non
ORAVAL	IR_GHS_TA3_V	Tarifs GHS 2013	GHS_NUM,GHM_NUM,GHS_SEU_BAS,GHS_SEU_HAU,GHS_PRI,EXH_PRI,EHB_FOR,EHB_PRI,GHS_COE_MED,GHS_COE_DMI	GHS_NUM		113	non
ORAVAL	IR_GHS_TA8_V	Tarifs GHS 2008	GHS_NUM,GHS_NUM_NUM,GHS_CMD,GHS_CMD_BIS,GHS_CMD_NUM,GHM_NUM,GHM_NUM_BIS,GHS_SEU_BA1,GHS_SEU_BA2,GHS_SEU_HA1,GHS_SEU_HA2,GHS_PR1,GHS_PR2,EXH_PR1,EXH_PR2,VER_10B,VER_10C,MED_SUS_TAU,DMI_SUS_TAU,MED_CMD_TAU,DMI_CMD_TAU,TAR_IND,TAR_COE	GHS_NUM		47	oui
ORAVAL	IR_GHS_TA9_V	Tarifs GHS 2009	GHS_NUM,GHS_CMD,GHM_NUM,GHS_SEU_BAS,GHS_SEU_HAU,GHS_PRI,EXH_PRI,EXB_FOR,EXB_PRI,MED_SUS_TAU,DMI_SUS_TAU,MED_CMD_TAU,DMI_CMD_TAU,TAR_IND,TAR_COE	GHS_NUM		99	non
ORAVAL	IR_GHS_V	Groupe homogène de séjour  GHS   code GHS_GRP_TYP = S  ( MAJ annuelle )	GHS_GRP_TYP,GHS_NUM,GHS_NUM_SEC,GHS_LIB,GHS_CRE_DTE,GHS_FER_DTE,GHS_NAT_ASS,GHS_AGE_MIN,GHS_AGE_MAX,GHS_SEX,GHS_CMD,GHS_ARR_DTE,GHS_PJO_DTE,GHS_MAJ_DTE,GHS_DDP_MCO,GHS_EO1_DTE,GHS_DUR_SJ1,GHS_SEU_HT1,GHS_SEU_BA1,GHS_PRU_OC1,GHS_EXH_OC1,GHS_PRU_EX1,GHS_COE_OC1,GHS_COF_OC1,GHS_F01_OC1,GHS_F02_OC1,GHS_F03_OC1,GHS_F04_OC1,GHS_F05_OC1,GHS_F06_OC1,GHS_F07_OC1,GHS_F08_OC1,GHS_F09_OC1,GHS_F10_OC1,GHS_F11_OC1,GHS_F12_OC1,GHS_F13_OC1,GHS_F14_OC1,GHS_F15_OC1,GHS_F16_OC1,GHS_F17_OC1,GHS_F18_OC1,GHS_F19_OC1,GHS_F20_OC1,GHS_F21_OC1,GHS_F22_OC1,GHS_F23_OC1,GHS_F24_OC1,GHS_F25_OC1,GHS_F26_OC1,GHS_F27_OC1,GHS_F28_OC1,GHS_F29_OC1,GHS_F30_OC1,GHS_F31_OC1,GHS_F32_OC1,GHS_F33_OC1,GHS_MAJ_OC1,GHS_EO2_DTE,GHS_DUR_SJ2,GHS_SEU_HT2,GHS_SEU_BA2,GHS_PRU_OC2,GHS_EXH_OC2,GHS_PRU_EX2,GHS_COE_OC2,GHS_COF_OC2,GHS_F01_OC2,GHS_F02_OC2,GHS_F03_OC2,GHS_F04_OC2,GHS_F05_OC2,GHS_F06_OC2,GHS_F07_OC2,GHS_F08_OC2,GHS_F09_OC2,GHS_F10_OC2,GHS_F11_OC2,GHS_F12_OC2,GHS_F13_OC2,GHS_F14_OC2,GHS_F15_OC2,GHS_F16_OC2,GHS_F17_OC2,GHS_F18_OC2,GHS_F19_OC2,GHS_F20_OC2,GHS_F21_OC2,GHS_F22_OC2,GHS_F23_OC2,GHS_F24_OC2,GHS_F25_OC2,GHS_F26_OC2,GHS_F27_OC2,GHS_F28_OC2,GHS_F29_OC2,GHS_F30_OC2,GHS_F31_OC2,GHS_F32_OC2,GHS_F33_OC2,GHS_MAJ_OC2,GHS_EO3_DTE,GHS_DUR_SJ3,GHS_SEU_HT3,GHS_SEU_BA3,GHS_PRU_OC3,GHS_EXH_OC3,GHS_PRU_EX3,GHS_COE_OC3,GHS_COF_OC3,GHS_F01_OC3,GHS_F02_OC3,GHS_F03_OC3,GHS_F04_OC3,GHS_F05_OC3,GHS_F06_OC3,GHS_F07_OC3,GHS_F08_OC3,GHS_F09_OC3,GHS_F10_OC3,GHS_F11_OC3,GHS_F12_OC3,GHS_F13_OC3,GHS_F14_OC3,GHS_F15_OC3,GHS_F16_OC3,GHS_F17_OC3,GHS_F18_OC3,GHS_F19_OC3,GHS_F20_OC3,GHS_F21_OC3,GHS_F22_OC3,GHS_F23_OC3,GHS_F24_OC3,GHS_F25_OC3,GHS_F26_OC3,GHS_F27_OC3,GHS_F28_OC3,GHS_F29_OC3,GHS_F30_OC3,GHS_F31_OC3,GHS_F32_OC3,GHS_F33_OC3,GHS_MAJ_OC3,TEC_COL	GHS_GRP_TYP	GHS_LIB	5462	non
ORAVAL	IR_GHT_V	Groupe homogène de séjour  GHS   code GHS_GRP_TYP = T ( table générée depuis la table IR_GHS_V )	GHS_GRP_TYP,GHS_NUM,GHS_NUM_SEC,GHS_LIB,GHS_CRE_DTE,GHS_FER_DTE,GHS_NAT_ASS,GHS_AGE_MIN,GHS_AGE_MAX,GHS_SEX,GHS_CMD,GHS_ARR_DTE,GHS_PJO_DTE,GHS_MAJ_DTE,GHS_DDP_MCO,GHS_EO1_DTE,GHS_DUR_SJ1,GHS_SEU_HT1,GHS_SEU_BA1,GHS_PRU_OC1,GHS_EXH_OC1,GHS_PRU_EX1,GHS_COE_OC1,GHS_COF_OC1,GHS_F01_OC1,GHS_F02_OC1,GHS_F03_OC1,GHS_F04_OC1,GHS_F05_OC1,GHS_F06_OC1,GHS_F07_OC1,GHS_F08_OC1,GHS_F09_OC1,GHS_F10_OC1,GHS_F11_OC1,GHS_F12_OC1,GHS_F13_OC1,GHS_F14_OC1,GHS_F15_OC1,GHS_F16_OC1,GHS_F17_OC1,GHS_F18_OC1,GHS_F19_OC1,GHS_F20_OC1,GHS_F21_OC1,GHS_F22_OC1,GHS_F23_OC1,GHS_F24_OC1,GHS_F25_OC1,GHS_F26_OC1,GHS_F27_OC1,GHS_F28_OC1,GHS_F29_OC1,GHS_F30_OC1,GHS_F31_OC1,GHS_F32_OC1,GHS_F33_OC1,GHS_MAJ_OC1,GHS_EO2_DTE,GHS_DUR_SJ2,GHS_SEU_HT2,GHS_SEU_BA2,GHS_PRU_OC2,GHS_EXH_OC2,GHS_PRU_EX2,GHS_COE_OC2,GHS_COF_OC2,GHS_F01_OC2,GHS_F02_OC2,GHS_F03_OC2,GHS_F04_OC2,GHS_F05_OC2,GHS_F06_OC2,GHS_F07_OC2,GHS_F08_OC2,GHS_F09_OC2,GHS_F10_OC2,GHS_F11_OC2,GHS_F12_OC2,GHS_F13_OC2,GHS_F14_OC2,GHS_F15_OC2,GHS_F16_OC2,GHS_F17_OC2,GHS_F18_OC2,GHS_F19_OC2,GHS_F20_OC2,GHS_F21_OC2,GHS_F22_OC2,GHS_F23_OC2,GHS_F24_OC2,GHS_F25_OC2,GHS_F26_OC2,GHS_F27_OC2,GHS_F28_OC2,GHS_F29_OC2,GHS_F30_OC2,GHS_F31_OC2,GHS_F32_OC2,GHS_F33_OC2,GHS_MAJ_OC2,GHS_EO3_DTE,GHS_DUR_SJ3,GHS_SEU_HT3,GHS_SEU_BA3,GHS_PRU_OC3,GHS_EXH_OC3,GHS_PRU_EX3,GHS_COE_OC3,GHS_COF_OC3,GHS_F01_OC3,GHS_F02_OC3,GHS_F03_OC3,GHS_F04_OC3,GHS_F05_OC3,GHS_F06_OC3,GHS_F07_OC3,GHS_F08_OC3,GHS_F09_OC3,GHS_F10_OC3,GHS_F11_OC3,GHS_F12_OC3,GHS_F13_OC3,GHS_F14_OC3,GHS_F15_OC3,GHS_F16_OC3,GHS_F17_OC3,GHS_F18_OC3,GHS_F19_OC3,GHS_F20_OC3,GHS_F21_OC3,GHS_F22_OC3,GHS_F23_OC3,GHS_F24_OC3,GHS_F25_OC3,GHS_F26_OC3,GHS_F27_OC3,GHS_F28_OC3,GHS_F29_OC3,GHS_F30_OC3,GHS_F31_OC3,GHS_F32_OC3,GHS_F33_OC3,GHS_MAJ_OC3,TEC_COL	GHS_NUM	GHS_LIB	31	oui
ORAVAL	IR_GLF_V	Grands Postes LFSS	CPT_GLF_COD,CPT_LVE_COD,CPT_GLF_LIB,TEC_COL	CPT_GLF_COD	CPT_GLF_LIB	0	oui
ORAVAL	IR_GRG_V	Grand Régime	GRG_COD,RRG_COD,GRG_LIC,GRG_LIB,GRG_LIB_SNI,TEC_COL	GRG_COD	GRG_LIB	1	oui
ORAVAL	IR_GRP_V	Membre d'un groupe ou d'une association	PFS_GRP_COD,PFS_GRP_LIB,TEC_COL	PFS_GRP_COD	PFS_GRP_LIB	0	oui
ORAVAL	IR_HAD_V	HAD en médico-social	BEN_EHP_TOP,BEN_EHP_LIB,TEC_COL	BEN_EHP_TOP	BEN_EHP_LIB	0	oui
ORAVAL	IR_ICL_V	Indicateur de Contrôle	DCT_CTL_IND,CTL_IND_LIB,TEC_COL	DCT_CTL_IND	CTL_IND_LIB	0	oui
ORAVAL	IR_INS_V		GEO_COM_COD,GEO_COM_LIB,INS_ARR_COD,INS_ARR_LIB,INS_CAN_COD,INS_CAN_LIB,INS_ZEM_COD,INS_ZEM_LIB,INS_BVI_COD,INS_BVI_LIB,EPC_SRN_COD,EPC_SRN_LIB,SAN_TVI_COD,SAN_TVI_LIB,CAN_BVI_COD,CAN_BVI_LIB,GEO_DPT_COD	GEO_COM_COD	GEO_COM_LIB	7141	non
ORAVAL	IR_INT_V	Type de version interface tiers	DCT_INT_VER,INT_VER_LIB,TEC_COL	DCT_INT_VER	INT_VER_LIB	0	oui
ORAVAL	IR_JDC_V	Justification des droits AMC	AMC_ECL_TOP,AMC_ECL_LIB,TEC_COL	AMC_ECL_TOP	AMC_ECL_LIB	0	oui
ORAVAL	IR_JDO_V	Justification des droits AMO	AMO_DRT_NPJ,AMO_DRT_LIB,TEC_COL	AMO_DRT_NPJ	AMO_DRT_LIB	0	oui
ORAVAL	IR_LFS_V	Postes LFSS	CPT_LFS_COD,CPT_LLD_COD,CPT_LFS_LIB,TEC_COL	CPT_LFS_COD	CPT_LFS_LIB	3	oui
ORAVAL	IR_LHS_V	Loi Hospitalière/Sociale	DDP_LHS,DDP_LHS_LIB,TEC_COL	DDP_LHS	DDP_LHS_LIB	0	oui
ORAVAL	IR_LIE_V	lieu d'exécution ( de l'acte médical )	EXE_LIE_COD,EXE_LIE_LIB,TEC_COL	EXE_LIE_COD	EXE_LIE_LIB	0	oui
ORAVAL	IR_LLD_V	Regroupement LFSS / Labo / Dentistes / Med / Para	CPT_LLD_COD,CPT_GLF_COD,CPT_LLD_LIB,TEC_COL	CPT_LLD_COD	CPT_LLD_LIB	2	oui
ORAVAL	IR_LOH_V	Regroupement de Postes LFSS / ONDAM / Hors ONDAM	CPT_LOH_COD,CPT_LOH_LIB,TEC_COL	CPT_LOH_COD	CPT_LOH_LIB	0	oui
ORAVAL	IR_LPP_V	Liste des Produits et des Prestations	LPP_COD,VAL_DTD,LPP_TAR,LPP_PRU	LPP_COD		192	non
ORAVAL	IR_LSM_V	Table des codes ELSM	LSM_COD,LSM_COD_LIB,TEC_COL	LSM_COD	LSM_COD_LIB	1	oui
ORAVAL	IR_LVE_V	Regroupement LFSS / Soins Ville / Etab / Autre	CPT_LVE_COD,CPT_LOH_COD,CPT_LVE_LIB,TEC_COL	CPT_LVE_COD	CPT_LVE_LIB	0	oui
ORAVAL	IR_MAJ_V	Type de Majoration	PRS_TYP_MAJ,TYP_MAJ_LIB,TEC_COL	PRS_TYP_MAJ	TYP_MAJ_LIB	0	oui
ORAVAL	IR_MCO_V	Table MCO médecine/chirurgie/obstétrique	GHS_DDP_MCO,DDP_MCO_LIB,TEC_COL	GHS_DDP_MCO	DDP_MCO_LIB	0	oui
ORAVAL	IR_MDP_V	Mode de prescription	PHA_MOD_PRN,PHA_MOD_LIB,TEC_COL	PHA_MOD_PRN	PHA_MOD_LIB	0	oui
ORAVAL	IR_MDT_V	Mode de Traitement	MDT_COD,MDT_LIB,MDT_HOS_COD,MDT_HOS_LIB,MDT_TYP_COD,MDT_TYP_LIB,TEC_COL	MDT_COD	MDT_LIB	1	oui
ORAVAL	IR_MED_V	Informations Médicales	MED_NCL_IDT,MED_MTF_COD,MED_MTF_LIB,TEC_COL	MED_MTF_COD	MED_MTF_LIB	53	non
ORAVAL	IR_MEP_V	Mode d'exercice Particulier (Omnipraticiens)	PFS_MEP_COD,PFS_MEP_LIB,TEC_COL	PFS_MEP_COD	PFS_MEP_LIB	1	oui
ORAVAL	IR_MFT_V	Mode de Fixation de Tarif	MFT_COD,MFT_LIB,MFT_COM,TEC_COL	MFT_COD	MFT_LIB	7	oui
ORAVAL	IR_MIN_V	type de minoration	PRS_TYP_MIN,TYP_MIN_LIB,TEC_COL	PRS_TYP_MIN	TYP_MIN_LIB	0	oui
ORAVAL	IR_MIR_D	Table des Comptes Comptables MIRCOSS (Dénormalisée)	CPT_MIR_NUM,CPT_MIR_LIB,CPT_COP_NUM,CPT_COP_LIB,CPT_LFS_COD,CPT_LFS_LIB,CPT_LLD_COD,CPT_LLD_LIB,CPT_GLF_COD,CPT_GLF_LIB,CPT_LVE_COD,CPT_LVE_LIB,CPT_LOH_COD,CPT_LOH_LIB,CPT_CMU_COD,CPT_CMU_LIB,CPT_CMH_COD,CPT_CMH_LIB,CPT_CMF_COD,CPT_CMF_LIB	CPT_MIR_NUM	CPT_MIR_LIB	9638	non
ORAVAL	IR_MIR_V	Comptes Comptables MIRCOSS	CPT_MIR_NUM,CPT_COP_NUM,CPT_CMU_COD,CPT_MIR_LIB,TEC_COL	CPT_MIR_NUM	CPT_MIR_LIB	3291	non
ORAVAL	IR_MOD_V	Mode de Règlement	DRG_MOD,DRG_MOD_LIB,TEC_COL	DRG_MOD	DRG_MOD_LIB	0	oui
ORAVAL	IR_MOI_V	Période Civile Mensuelle	DTE_ANN_MOI,DTE_ANT_MOI,DTE_MOI,DTE_MOI_LIB,DTE_ANT_MLI,DTE_MOI_JOV,DTE_TRI_EST,DTE_ANT_TRI,DTE_QUA_EST,DTE_ANT_QUA,DTE_SEM_EST,DTE_ANT_SEM,DTE_ANN,TEC_COL	DTE_ANN_MOI	DTE_MOI_LIB	165	non
ORAVAL	IR_MP2_V	Table des modificateurs parcours de soins sur 2 caractères	MOD_MOD_NEW,MOD_MOD_COD,MOD_VAL_DTD,MOD_VAL_DTF,MOD_COD_LIB,TEC_COL	MOD_MOD_NEW	MOD_COD_LIB	4	oui
ORAVAL	IR_MPA_V	Participation de l'assuré HPDS	MPA_EFF_DTD,MPA_MIN_TAU,MPA_MNT_PLA,MPA_EFF_DTF,TEC_COL	MPA_EFF_DTD		0	oui
ORAVAL	IR_MPS_V	Table des modificateurs (parcours de soin)	MOD_MOD_COD,MOD_COD_LIB,TEC_COL	MOD_MOD_COD	MOD_COD_LIB	2	oui
ORAVAL	IR_MSB_V	Motif de substitution du médicament	MSB_SUB_MTF,MSB_SUB_LIB,TEC_COL	MSB_SUB_MTF	MSB_SUB_LIB	0	oui
ORAVAL	IR_MTF_V	motif de fin de contrat avec le médecin traitant	MTT_MTF_COD,MTT_MTF_LIB,TEC_COL	MTT_MTF_COD	MTT_MTF_LIB	0	oui
ORAVAL	IR_MTM_V	Modulation du Ticket Modérateur	MTM_NAT,MTM_LIB,TEC_COL	MTM_NAT	MTM_LIB	0	oui
ORAVAL	IR_MTO_V	indicateur tarification METEORe dans le cadre du projet Météor	DCT_IND_MTR,IND_MTR_LIB,TEC_COL	DCT_IND_MTR	IND_MTR_LIB	0	oui
ORAVAL	IR_MTR_V	Motif du Transport	TRS_TRS_MTF,TRS_MTF_CH1,TRS_MTF_LB1,TRS_MTF_CH2,TRS_MTF_LB2,TRS_MTF_CH3,TRS_MTF_LB3,TEC_COL	TRS_TRS_MTF	TRS_MTF_LB3	2	oui
ORAVAL	IR_NAL_V	Nombre d'ALD dont les patients sont victimes	NAL_TRA_COD,NAL_TRA_LIB,TEC_COL	NAL_TRA_COD	NAL_TRA_LIB	0	oui
ORAVAL	IR_NAT_ACE_C	Compatibilite Nature de Prestation /  Nature d'Activite Executant	PRS_NAT,PFS_ACT_NAT	PRS_NAT		20	oui
ORAVAL	IR_NAT_ACP_C	Compatibilite Nature de Prestation _  Nature d'Activite Prescripteur	PFS_ACT_NAT,PRS_NAT	PRS_NAT		9	oui
ORAVAL	IR_NAT_ASU_C	Compatibilite Nature de Prestation _ Nature d'Assurance	PRS_NAT,ASU_NAT,PRS_NAT_TDM	PRS_NAT		37	oui
ORAVAL	IR_NAT_BEQ_C	Compatibilite Nature de Prestation _ Qualite de Beneficiaire	BEN_QLT_COD,PRS_NAT	BEN_QLT_COD		35	oui
ORAVAL	IR_NAT_CAE_C	Compatibilite Nature de Prestation _ Categorie PS Executant	PRS_NAT,PFS_CAT_COD	PFS_CAT_COD		16	oui
ORAVAL	IR_NAT_CAP_C	Compatibilite Nature de Prestation _ Categorie PS Prescripteur	PRS_NAT,PFS_CAT_COD	PFS_CAT_COD		9	oui
ORAVAL	IR_NAT_COE_C	Compatibilite Nature de Prestation _ Coefficient Maxi	PRS_NAT_REF,NAT_COE_MAX	PRS_NAT_REF		6	oui
ORAVAL	IR_NAT_CPA_C	Compatibilite Nature de Prestation _ Complement d'Acte	PRS_NAT,CPL_COD	PRS_NAT		11	oui
ORAVAL	IR_NAT_DDP_C	Compatibilité Nature de Prestation _ DDP	DDP_COD,PRS_NAT	DDP_COD		7	oui
ORAVAL	IR_NAT_DEP_C	Compatibilite Nature de Prestation _ Qualificatif Depense	PRS_NAT,DPN_QLF	PRS_NAT		30	oui
ORAVAL	IR_NAT_DIS_C		DIP_COD,PRS_NAT	DIP_COD		0	oui
